à‚ì`éqfamily	ê∂ï®éÌ	diez_rs	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB	AB-type
rifin	pfh		PFHG_04670	PFHG_04670   conserved hypothetical protein		OC.530158	315	1094	Rifin_STEVOR DUF2207 DUF1191 TMEM154 DUF4381 BatD DUF912 Shisa DUF3810 7tm_2 PspB Glucos_trans_II DAG1 AbLIM_anchor ASFV_J13L DUF1180 Glycophorin_A	Rifin_STEVOR/1	PFHG_04670	
rifin	pfh		PFHG_04669	PFHG_04669   conserved hypothetical protein		OC.530158	314	945	Rifin_STEVOR DUF1191 DUF912 TMEM154 DUF2207 Baculo_11_kDa DUF3377 PspB ECSCR Glycophorin_A DUF1180 DUF3021 MSC Adeno_E3_CR2 DUF4366 YajC ASFV_J13L Sigma_reg_N DUF4381 EphA2_TM Amnionless	Rifin_STEVOR/1 DUF912/1 TMEM154/1 DUF1191/1	PFHG_04669	
rifin	pfh		PFHG_04667	PFHG_04667   conserved hypothetical protein		OC.530158	341	1496	Rifin_STEVOR DUF912 TMEM154 PspB DUF3377 PalH DUF1191 Baculo_11_kDa Protocadherin DUF2937 Adeno_E3_CR2 Glycophorin_A Cadherin_C_2 DUF4381 DUF2207 EphA2_TM YajC	Rifin_STEVOR/1	PFHG_04667	
rifin	pfh		PFHG_04590	PFHG_04590   predicted protein		OC.530158	311	1083	Rifin_STEVOR DUF2207 TMEM154 ASFV_J13L DUF912 Flp1_like	Rifin_STEVOR/1	PFHG_04590	
rifin	pfh		PFHG_04533	PFHG_04533   conserved hypothetical protein		OC.530158	315	1095	Rifin_STEVOR DUF2207 TMEM154 DUF912 DUF4381 DUF1180 PspB AbLIM_anchor ASFV_J13L DUF3377 Glycophorin_A Sigma_reg_N DUF3810	Rifin_STEVOR/1	PFHG_04533	
rifin	pfh		PFHG_04532	PFHG_04532   conserved hypothetical protein		OC.530158	338	1336	Rifin_STEVOR DUF1191 DUF912 TMEM154 Baculo_11_kDa Peptidase_M56 DUF2207 DUF3377 PspB Glycophorin_A DAG1 Amnionless DUF443 Adeno_E3_CR2 Phasin Herpes_gE IncA DUF1180 ASFV_J13L	Rifin_STEVOR/1 DUF1191/1 TMEM154/1 DUF912/1	PFHG_04532	
rifin	pfh		PFHG_04496	PFHG_04496   conserved hypothetical protein		OC.530158	351	1217	Rifin_STEVOR DUF912 DUF1191 Glycophorin_A Baculo_11_kDa TMEM154 DUF2207 Adeno_E3_CR2 Amnionless FAM176 Syndecan IncA DUF3377 DUF443 Mto2_bdg DUF1180	Rifin_STEVOR/1 DUF912/1	PFHG_04496	
rifin	pfh		PFHG_04493	PFHG_04493   conserved hypothetical protein		OC.530158	369	1342	Rifin_STEVOR PalH DUF912 DUF2207 PspB DUF443 DUF1180 TMEM154 DUF3377 Adeno_E3_CR2 Sigma_reg_N Retrotrans_gag Glycophorin_A YajC	Rifin_STEVOR/1	PFHG_04493
rifin	pfh		PFHG_04492	PFHG_04492   conserved hypothetical protein		OC.530158	352	1268	Rifin_STEVOR DUF912 TMEM154 PspB DUF3377 Baculo_11_kDa Adeno_E3_CR2 DUF1191 Octopine_DH YajC Protocadherin EphA2_TM DUF2207	Rifin_STEVOR/1	PFHG_04492
rifin	pfh		PFHG_04475	PFHG_04475   rifin		OC.530158	256	927	Rifin_STEVOR AbLIM_anchor	Rifin_STEVOR/1	PFHG_04475
rifin	pfh		PFHG_04345	PFHG_04345   conserved hypothetical protein		OC.530158	319	1300	Rifin_STEVOR DUF3377 DUF912 TRP DUF1180 PspB Adeno_E3_CR2 TMEM154 Ribos_L4_asso_C Amnionless DUF2207 DUF1191 tRNA-synt_2 Baculo_E56 HemY_N Baculo_11_kDa AbLIM_anchor Sigma_reg_N DUF4083 ASFV_J13L OAD_gamma Syndecan ECSCR	Rifin_STEVOR/1	PFHG_04345
rifin	pfh		PFHG_04343	PFHG_04343   conserved hypothetical protein		OC.530158	328	1068	Rifin_STEVOR DUF912 DUF2207 PspB DUF1180 TRP ASFV_J13L DUF1191 TMEM154 Adeno_E3_CR2 DUF3377 DUF4381 YajC WSS_VP Baculo_11_kDa DUF3810 DAG1	Rifin_STEVOR/1	PFHG_04343
rifin	pfh		PFHG_04342	PFHG_04342   conserved hypothetical protein		OC.530158	324	1366	Rifin_STEVOR DUF2207 DUF912 DUF1180 DUF1191 Adeno_E3_CR2 TMEM154 DUF443 Protocadherin DUF3377 PspB Shisa DAG1 Baculo_11_kDa ASFV_J13L DUF3566 AbLIM_anchor EphA2_TM GP41	Rifin_STEVOR/1	PFHG_04342
rifin	pfh		PFHG_04341	PFHG_04341   conserved hypothetical protein		OC.530158	316	1101	Rifin_STEVOR DUF1180 DUF912 DUF2207 TMEM154 DUF4381 CbtA SecD_SecF ECSCR DUF1191 Sulf_transp Glycophorin_A PspB BatD TMEM132D_C Sigma_reg_N	Rifin_STEVOR/1 DUF1180/1 DUF912/1	PFHG_04341
rifin	pfh		PFHG_04340	PFHG_04340   conserved hypothetical protein		OC.530158	337	1338	Rifin_STEVOR DUF2207 DUF912 TMEM154 DUF4381 PspB DUF1191 Glucos_trans_II DUF4366 DUF1180 BatD YajC TMEM156	Rifin_STEVOR/2	PFHG_04340
rifin	pfh		PFHG_04339	PFHG_04339   conserved hypothetical protein		OC.530158	353	1565	Rifin_STEVOR DUF2207 DUF912 TMEM154 DUF3377 DUF1191 Glycophorin_A Adeno_E3_CR2 PspB Tmemb_9 Amnionless DAG1 DUF1180 Baculo_11_kDa ECSCR DUF3021 DUF4381 YajC SKG6 Sigma_reg_N Syndecan ASFV_J13L PsbH Cadherin_C_2 EphA2_TM Protocadherin	Rifin_STEVOR/1 DUF2207/1 DUF912/1 TMEM154/1	PFHG_04339
rifin	pfh		PFHG_04336	PFHG_04336   conserved hypothetical protein		OC.530158	344	1254	Rifin_STEVOR DUF912 DUF2207 ASFV_J13L TMEM154 PspB DUF1180 Adeno_E3_CR2 DUF3377 AbLIM_anchor DUF4381 DUF3816 YajC Baculo_11_kDa IncA zinc_ribbon_2	Rifin_STEVOR/1	PFHG_04336
rifin	pfh		PFHG_04294	PFHG_04294   conserved hypothetical protein		OC.530158	361	1247	Rifin_STEVOR DUF443 DUF2207 TMEM154 DUF912 Adeno_E3_CR2 DUF3377 DUF1191 BatD Phage_holin_3_6 MscL Baculo_11_kDa DUF1180 GP41 Syndecan EphA2_TM PspB	Rifin_STEVOR/1	PFHG_04294
rifin	pfh		PFHG_04079	PFHG_04079   conserved hypothetical protein		OC.530158	370	1332	Rifin_STEVOR DUF912 PalH TMEM154 Adeno_E3_CR2 Baculo_11_kDa DUF1180 DUF3377 DUF1191 Rax2 DUF2207 PspB Glycophorin_A zinc_ribbon_2 IncA	Rifin_STEVOR/1 PalH/1 TMEM154/1 DUF912/1	PFHG_04079
rifin	pfh		PFHG_04078	PFHG_04078   conserved hypothetical protein		OC.530158	270	1108	Rifin_STEVOR MotA_ExbB	Rifin_STEVOR/1	PFHG_04078
rifin	pfh		PFHG_04056	PFHG_04056   conserved hypothetical protein		OC.530158	392	1419	Rifin_STEVOR TMEM154 DUF912 DUF1180 DUF1191 ABG_transport DUF2207 Adeno_E3_CR2 Baculo_11_kDa Protocadherin GWT1 DUF1616 7TM_GPCR_Srv DUF3377 Shisa PspB Ctr DUF2937 EphA2_TM Glycophorin_A DUF3810	Rifin_STEVOR/1 TMEM154/1	PFHG_04056
rifin	pfh		PFHG_04053	PFHG_04053   conserved hypothetical protein		OC.530158	355	1223	Rifin_STEVOR TMEM154 Amnionless DUF912 DUF3377 DUF1180 Adeno_E3_CR2 PspB DAG1 DUF1191 Baculo_11_kDa DUF2207 LAS2 Glycophorin_A Protocadherin DUF4381 Cadherin_C_2 EphA2_TM DUF3810 IncA	Rifin_STEVOR/1 TMEM154/1	PFHG_04053
rifin	pfh		PFHG_04051	PFHG_04051   conserved hypothetical protein		OC.530158	369	1341	Rifin_STEVOR DUF912 Baculo_11_kDa TMEM154 PspB DUF3377 DUF2755 DUF2207 DUF1180 Adeno_E3_CR2 RseC_MucC DUF1191 YajC Retrotrans_gag Glycophorin_A EphA2_TM LAX	Rifin_STEVOR/1 DUF912/1	PFHG_04051
rifin	pfh		PFHG_04050	PFHG_04050   conserved hypothetical protein		OC.530158	342	1407	Rifin_STEVOR DUF443 DUF912 TMEM154 Rad4 DUF2207 DUF3754 DUF1191 DUF1180 BatD PspB Adeno_E3_CR2 DUF3377 Syndecan Glycophorin_A	Rifin_STEVOR/1	PFHG_04050
rifin	pfh		PFHG_04034	PFHG_04034   conserved hypothetical protein		OC.530158	347	1274	Rifin_STEVOR PspB DUF912 TMEM154 DUF4199 PalH Lamp Adeno_E3_CR2 Baculo_11_kDa YajC DUF1180 DUF2207 DUF3377 ASFV_J13L Protocadherin	Rifin_STEVOR/1	PFHG_04034
rifin	pfh		PFHG_04033	PFHG_04033   predicted protein		OC.530158	317	1088	Rifin_STEVOR TMEM154 DUF912 DUF2207 DUF4381 Herpes_gE DUF1191 DUF4366 DUF3951 BatD DUF1180 DUF4083 Glycophorin_A Baculo_11_kDa PspB DUF3377 TMEM156 FAM176 Peptidase_S46 ASFV_J13L DUF725	Rifin_STEVOR/1 TMEM154/1	PFHG_04033
rifin	pfh		PFHG_04016	PFHG_04016   hypothetical protein		OC.530158	339	1230	Rifin_STEVOR DUF912 PspB TMEM154 DUF3377 Adeno_E3_CR2 DUF1191 Baculo_11_kDa ASFV_J13L DUF2207	Rifin_STEVOR/1	PFHG_04016
rifin	pfh		PFHG_03996	PFHG_03996   predicted protein		OC.530158	376	1356	Rifin_STEVOR DUF912 Baculo_11_kDa DUF1180 TMEM154 DUF2207 DUF443 PspB DUF3377 Cadherin_C_2 Adeno_E3_CR2	Rifin_STEVOR/1 DUF912/1	PFHG_03996
rifin	pfh		PFHG_03845	PFHG_03845   conserved hypothetical protein		OC.530158	287	1819	Rifin_STEVOR DUF16 AbLIM_anchor Vma12 Tail_P2_I	Rifin_STEVOR/1	PFHG_03845
rifin	pfh		PFHG_03843	PFHG_03843   conserved hypothetical protein		OC.530158	259	780	Rifin_STEVOR TMEM154 DUF2207 zinc_ribbon_2 DUF912 PspB YqzH Glycophorin_A TMEM156 DUF3377 MSC	Rifin_STEVOR/1	PFHG_03843
rifin	pfh		PFHG_03842	PFHG_03842   conserved hypothetical protein		OC.530158	211	1613	Rifin_STEVOR FAM24	Rifin_STEVOR/2	PFHG_03842
rifin	pfh		PFHG_03841	PFHG_03841   conserved hypothetical protein		OC.530158	323	1131	Rifin_STEVOR SecD_SecF DUF912 DUF2207 PspB TMEM154 COX2_TM DUF1180 Glycophorin_A MAM1	Rifin_STEVOR/1 SecD_SecF/1	PFHG_03841
rifin	pfh		PFHG_03723	PFHG_03723   conserved hypothetical protein		OC.530158	335	1211	Rifin_STEVOR PspB DUF1191 TMEM154 DUF3377 Adeno_E3_CR2 DUF912 7tm_1 Shisa Herpes_gE Baculo_11_kDa ASFV_J13L AbLIM_anchor DUF1230 Syndecan Cadherin_C_2 YajC	Rifin_STEVOR/1 DUF1191/1  PspB/1	PFHG_03723
rifin	pfh		PFHG_03722	PFHG_03722   conserved hypothetical protein		OC.530158	381	1347	Rifin_STEVOR DUF912 TMEM154 DUF3377 PalH DUF1180 PspB DUF4110 Baculo_11_kDa Adeno_E3_CR2 DUF4083 DUF3810 DUF2207	Rifin_STEVOR/1	PFHG_03722
rifin	pfh		PFHG_03721	PFHG_03721   conserved hypothetical protein		OC.530158	345	1272	Rifin_STEVOR PspB DUF912 TMEM154 Adeno_E3_CR2 DUF1191 YajC DUF4110 DUF3377	Rifin_STEVOR/1	PFHG_03721
rifin	pfh		PFHG_03719	PFHG_03719   conserved hypothetical protein		OC.530158	339	1250	Rifin_STEVOR DUF2207 DUF912 DUF3377 Adeno_E3_CR2 TMEM154 PspB IncA DUF1180 zinc_ribbon_2 DUF4381 DUF1191 YajC ASFV_J13L DUF3816 MscL	Rifin_STEVOR/1	PFHG_03719
rifin	pfh		PFHG_03716	PFHG_03716   conserved hypothetical protein		OC.530158	370	1343	Rifin_STEVOR DUF912 TMEM154 UPF0118 PalH Adeno_E3_CR2 DUF3377 PspB Baculo_11_kDa Amnionless DUF1191 Glycophorin_A Protocadherin DUF4110 SF-assemblin DUF1180 Lamp DUF2207 YajC DUF4366 EphA2_TM	Rifin_STEVOR/1 DUF912/1 TMEM154/1	PFHG_03716
rifin	pfh		PFHG_03715	PFHG_03715   conserved hypothetical protein		OC.530158	325	1312	Rifin_STEVOR MCU PSI_PsaF Caldesmon U1snRNP70_N	Rifin_STEVOR/1	PFHG_03715
rifin	pfh		PFHG_03714	PFHG_03714   conserved hypothetical protein		OC.530158	373	1318	Rifin_STEVOR PalH DUF912 DUF443 PspB DUF1180 TMEM154 DUF3377 DUF2207 Adeno_E3_CR2 AbLIM_anchor Glycophorin_A Sigma_reg_N Baculo_11_kDa YajC	Rifin_STEVOR/1	PFHG_03714
rifin	pfh		PFHG_03713	PFHG_03713   predicted protein		OC.530158	302	2100	Rifin_STEVOR DUF4381 DUF2207 TMEM154 PspB DUF1191 TMEM132D_C DUF912 ASFV_J13L DUF1180 AbLIM_anchor	Rifin_STEVOR/1	PFHG_03713
rifin	pfh		PFHG_03700	PFHG_03700   stevor		OC.530158	354	1261	Rifin_STEVOR	Rifin_STEVOR/1	PFHG_03700
rifin	pfh		PFHG_03670	PFHG_03670   conserved hypothetical protein		OC.530158	330	1324	Rifin_STEVOR DUF2207 Baculo_E56 DUF1180 ASFV_J13L Adeno_E3_CR2 PspB DUF912 DUF3377 IncA Herpes_gE DUF1191 AAT DUF4381 YajC Baculo_11_kDa TMEM154	Rifin_STEVOR/1	PFHG_03670
rifin	pfh		PFHG_03666	PFHG_03666   conserved hypothetical protein		OC.530158	305	1031	Rifin_STEVOR DUF912 DUF1180 DUF2207 LRRC37AB_C Baculo_11_kDa TMEM154 PspB DUSP DUF1191 EphA2_TM DUF3377 Amnionless	Rifin_STEVOR/1 DUF912/1	PFHG_03666
rifin	pfh		PFHG_03520	PFHG_03520   conserved hypothetical protein		OC.530158	290	941	Rifin_STEVOR DUF1191 DUF912 TMEM154 DUF3377 PspB DUF2207 Adeno_E3_CR2 Protocadherin DUF4083 DUF1180 DUF4381 LRRC37AB_C Baculo_11_kDa Sigma_reg_N	Rifin_STEVOR/2	PFHG_03520
rifin	pfh		PFHG_03518	PFHG_03518   conserved hypothetical protein		OC.530158	354	1274	Rifin_STEVOR DUF912 TMEM154 PspB DUF3377 DUF1191 DUF1180 YajC Baculo_11_kDa Adeno_E3_CR2 Syndecan EphA2_TM DUF2207	Rifin_STEVOR/1	PFHG_03518
rifin	pfh		PFHG_03517	PFHG_03517   conserved hypothetical protein		OC.530158	349	1302	Rifin_STEVOR TMEM154 DUF912 DUF3377 PspB Adeno_E3_CR2 DUF2937 DUF2207 DUF1191 PknG_rubred SurE AbLIM_anchor Baculo_11_kDa Glycophorin_A EphA2_TM Protocadherin DUF1180	Rifin_STEVOR/1	PFHG_03517
rifin	pfh		PFHG_03475	PFHG_03475   predicted protein		OC.530158	374	1284	Rifin_STEVOR DUF912 TMEM154 DUF1180 DUF3377 Adeno_E3_CR2 PspB DUF1191 DUF2207 Peptidase_M56 Glycophorin_A YajC Baculo_11_kDa DUF443 Cadherin_C_2	Rifin_STEVOR/1 TMEM154/1 DUF912/1 DUF1180/1	PFHG_03475
rifin	pfh		PFHG_03435	PFHG_03435   predicted protein		OC.329049	343	1438	Rifin_STEVOR	Rifin_STEVOR/1	PFHG_03435
rifin	pfh		PFHG_03421	PFHG_03421   conserved hypothetical protein		OC.530158	310	1083	Rifin_STEVOR DUF1180 SecD_SecF DUF912 DUF2207 Glycophorin_A PspB DUF443 CotJB Baculo_11_kDa P12 TMEM154 Syndecan RseC_MucC	Rifin_STEVOR/1	PFHG_03421
rifin	pfh		PFHG_03419	PFHG_03419   conserved hypothetical protein		OC.530158	320	963	Rifin_STEVOR TMEM154 DUF912 Adeno_E3_CR2 DUF2207 DUF1180 PspB DUF3377 LRRC37AB_C Baculo_11_kDa DUF4366 DUF1191 ABC2_membrane ASFV_J13L Cadherin_C_2 YajC EphA2_TM Syndecan	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFHG_03419
rifin	pfh		PFHG_03418	PFHG_03418   conserved hypothetical protein		OC.530158	304	1071	Rifin_STEVOR DUF912 DUF2207 SecD_SecF DUF443 Glycophorin_A MotA_ExbB DUF1180 TMEM154 Baculo_11_kDa Syndecan RIC3 TMEM51	Rifin_STEVOR/1 DUF912/1	PFHG_03418
rifin	pfh		PFHG_03237	PFHG_03237   conserved hypothetical protein		OC.530173	86	260	Rifin_STEVOR End_N_terminal	Rifin_STEVOR/1	PFHG_03237
rifin	pfh		PFHG_03236	PFHG_03236   conserved hypothetical protein		OC.530158	366	1658	Rifin_STEVOR DUF2207 TMEM154 DUF912 BatD DUF1191 DUF3810 DUF4366 ABC2_membrane_3 DUF4083 DUF4381 AbLIM_anchor PspB Glycophorin_A P12	Rifin_STEVOR/1 DUF2207/1	PFHG_03236
rifin	pfh		PFHG_03235	PFHG_03235   conserved hypothetical protein		OC.530158	369	1265	Rifin_STEVOR DUF912 DUF1191 DUF2207 TMEM154 DUF1180 Adeno_E3_CR2 PspB DUF3377 Baculo_11_kDa Protocadherin Sigma_reg_N DUF4381 Glycophorin_A DUF3810	Rifin_STEVOR/1 DUF912/1 DUF1191/1	PFHG_03235
rifin	pfh		PFHG_03233	PFHG_03233   conserved hypothetical protein		OC.530158	341	1257	Rifin_STEVOR DUF3377 DUF912 Baculo_11_kDa DUF4126 Glycophorin_A Adeno_E3_CR2 TMEM154 Amnionless DUF2207 PspB DUF1180 DUF1191 DUF4381 IncA YajC Syndecan zf-DNA_Pol	Rifin_STEVOR/1 DUF912/1	PFHG_03233
rifin	pfh		PFHG_02427	PFHG_02427   conserved hypothetical protein		OC.530158	332	1121	Rifin_STEVOR DUF1180 DUF912 TMEM154 DUF1191 PspB AbLIM_anchor zinc_ribbon_2 DUF3377 Adeno_E3_CR2 Baculo_11_kDa	Rifin_STEVOR/1	PFHG_02427
rifin	pfh		PFHG_02426	PFHG_02426   conserved hypothetical protein		OC.530158	362	1169	Rifin_STEVOR DUF912 TMEM154 DUF2207 DUF1180 7TM_GPCR_Srd DUF1191 PspB Glycophorin_A OmpH	Rifin_STEVOR/1	PFHG_02426
rifin	pfh		PFHG_02422	PFHG_02422   conserved hypothetical protein		OC.530158	222	669	Rifin_STEVOR TMEM154 DUF912 DUF2207 DUF1180 YajC PspB DAG1 LAX	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFHG_02422
rifin	pfh		PFHG_02420	PFHG_02420   predicted protein		OC.530158	375	1288	Rifin_STEVOR DUF1180 TMEM154 DUF912 DUF3377 Glycophorin_A Adeno_E3_CR2 DUF1191 PspB DUF2207 Baculo_11_kDa Cadherin_C_2	Rifin_STEVOR/1 DUF1180/1 TMEM154/1	PFHG_02420
rifin	pfh		PFHG_02275	PFHG_02275   conserved hypothetical protein		OC.530158	327	1222	Rifin_STEVOR DUF1180 DUF912 Adeno_E3_CR2 zinc_ribbon_2 PspB TMEM154 NAD_binding_2 AbLIM_anchor DUF2207 LAX	Rifin_STEVOR/1	PFHG_02275
rifin	pfh		PFHG_00716	PFHG_00716   conserved hypothetical protein		OC.530158	150	704	Rifin_STEVOR zf-DNA_Pol Muted	Rifin_STEVOR/1	PFHG_00716
rifin	pfh		PFHG_00593	PFHG_00593   conserved hypothetical protein		OC.530158	381	1288	Rifin_STEVOR TMEM154 DUF912 DUF2207 Glycophorin_A DUF1180 PspB DUF3377 CDC50 DUF3810 Adeno_E3_CR2	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFHG_00593
